system:index,NDVI,NDWI,.geo
17,0.1756007393715342,-0.00792393026941363,"{""type"":""Point"",""coordinates"":[79.30239835881407,16.985043731342223]}"
18,0.23809523809523808,-0.4304672380425767,"{""type"":""Point"",""coordinates"":[79.18859291328911,17.09405894634541]}"
19,0.6712574850299401,-0.5916737952666097,"{""type"":""Point"",""coordinates"":[79.358045468616,17.04256221219821]}"
20,0.7810361681329423,-0.6456420292036731,"{""type"":""Point"",""coordinates"":[79.26585739837834,17.11139856976363]}"
21,0.2606607480716053,-0.45923180592991913,"{""type"":""Point"",""coordinates"":[79.3095054515174,17.012110408073934]}"
22,0.181723779854621,-0.2757847533632287,"{""type"":""Point"",""coordinates"":[79.2611529822478,17.052383581806637]}"
23,0.19389075847786694,-0.2632155573815393,"{""type"":""Point"",""coordinates"":[79.25213404387881,17.03939207524014]}"
24,0.7608090282866774,-0.6734921298230951,"{""type"":""Point"",""coordinates"":[79.30492360673811,16.988911070835293]}"
25,0.7439387494683114,-0.6468068014459767,"{""type"":""Point"",""coordinates"":[79.2787868546749,17.0826203675297]}"
26,0.7583028529626921,-0.6501441713579569,"{""type"":""Point"",""coordinates"":[79.3111041370731,17.044366260023445]}"
27,0.5189636335258311,-0.5102420856610801,"{""type"":""Point"",""coordinates"":[79.33735035358576,17.02241015377926]}"
28,0.15233373226192512,-0.35586401126533895,"{""type"":""Point"",""coordinates"":[79.25015132564006,17.03085031279876]}"
29,0.1983400924266717,-0.04121937228550356,"{""type"":""Point"",""coordinates"":[79.26394530478271,17.034121504737342]}"
30,0.2656631931043355,-0.43452901720618253,"{""type"":""Point"",""coordinates"":[79.27042296512178,17.103924901445147]}"
31,0.14653369792504423,-0.3471933471933472,"{""type"":""Point"",""coordinates"":[79.27374321769891,17.037790183572625]}"
32,-0.44609297725024727,0.6246648793565683,"{""type"":""Point"",""coordinates"":[79.29957681016083,17.104706544841672]}"
33,0.7918678921950459,-0.6604590731918579,"{""type"":""Point"",""coordinates"":[79.23065760750859,16.977008310268797]}"
34,0.3923578751164958,-0.4750352609308886,"{""type"":""Point"",""coordinates"":[79.27767114943374,17.084229000323703]}"
35,0.780765857936276,-0.6738562989421624,"{""type"":""Point"",""coordinates"":[79.33540543916786,17.08191825140265]}"
36,0.7274103987884907,-0.6305590851334181,"{""type"":""Point"",""coordinates"":[79.23174467726658,16.978567779278066]}"
37,0.7833627278071722,-0.6727322856355115,"{""type"":""Point"",""coordinates"":[79.3377496366839,17.066307187584922]}"
38,0.4445298488342301,-0.46327536984168183,"{""type"":""Point"",""coordinates"":[79.22451675152413,17.124858067125853]}"
39,0.5052820410603946,-0.475,"{""type"":""Point"",""coordinates"":[79.29784117707129,17.09349601246865]}"
40,0.7754689754689754,-0.6528747984954326,"{""type"":""Point"",""coordinates"":[79.3351960626386,17.050388148743604]}"
41,0.8057765988800472,-0.6747300806341396,"{""type"":""Point"",""coordinates"":[79.25167006829444,17.00716129131705]}"
42,0.4657084830495235,-0.5173863820152029,"{""type"":""Point"",""coordinates"":[79.31681153453943,17.033416140655074]}"
43,0.25202734934011767,-0.36867721188944896,"{""type"":""Point"",""coordinates"":[79.34035681969893,17.110925607966102]}"
44,0.23785328675770084,-0.4026628283555236,"{""type"":""Point"",""coordinates"":[79.22462463935783,17.017903800605932]}"
45,0.8188923325697345,-0.6870391201099862,"{""type"":""Point"",""coordinates"":[79.34578997171124,17.01388852836428]}"
46,-0.217351598173516,0.41321465251626155,"{""type"":""Point"",""coordinates"":[79.24537264552873,17.116570961948614]}"
47,0.3058313522584254,-0.43639440086140596,"{""type"":""Point"",""coordinates"":[79.24197140487877,17.033482018340052]}"
48,0.07784431137724551,-0.009817671809256662,"{""type"":""Point"",""coordinates"":[79.27250192291567,17.11752385978973]}"
49,0.5753510794382729,-0.5059106391504709,"{""type"":""Point"",""coordinates"":[79.28941152610155,16.971569690397754]}"
50,0.5318543799772468,-0.48763982875293466,"{""type"":""Point"",""coordinates"":[79.33864039221196,17.030382563332626]}"
51,0.4340881165525715,-0.5018382352941176,"{""type"":""Point"",""coordinates"":[79.2461935491706,16.977327289987127]}"
52,0.691651865008881,-0.5569723720778159,"{""type"":""Point"",""coordinates"":[79.35016499742311,17.069330692028267]}"
53,0.8432901521821154,-0.7285057200141526,"{""type"":""Point"",""coordinates"":[79.19660973818873,17.01225872699667]}"
54,0.17593360995850624,-0.2861356932153392,"{""type"":""Point"",""coordinates"":[79.23591936828093,17.112196484688063]}"
55,0.23379235649079375,-0.26511185149928607,"{""type"":""Point"",""coordinates"":[79.26743577160714,17.036417758256604]}"
56,0.7935500582826058,-0.6820114174662942,"{""type"":""Point"",""coordinates"":[79.33440401758072,17.08216991485398]}"
57,0.3102914624709827,-0.4514285714285714,"{""type"":""Point"",""coordinates"":[79.18114428955055,17.079750911460273]}"
58,0.27801692147840285,-0.41078158282811733,"{""type"":""Point"",""coordinates"":[79.27907642040036,17.143342351835766]}"
59,0.7959774272898278,-0.6474648261215822,"{""type"":""Point"",""coordinates"":[79.30320390536755,17.071191762757273]}"
60,0.1242263483642794,-0.2539447731755424,"{""type"":""Point"",""coordinates"":[79.26489602059631,16.970101826991726]}"
61,0.14967369209371992,-0.27670191279553286,"{""type"":""Point"",""coordinates"":[79.25707300109609,17.044768568247985]}"
62,0.2200366524129505,-0.2920170785353862,"{""type"":""Point"",""coordinates"":[79.26098440266144,17.061664538480766]}"
63,0.7845538615346164,-0.7012151536812009,"{""type"":""Point"",""coordinates"":[79.31168323494272,16.983744568626747]}"
64,0.13654096228868662,-0.24457102171591313,"{""type"":""Point"",""coordinates"":[79.30202946019087,17.013806199142962]}"
65,0.6714435512058721,-0.5945315105035012,"{""type"":""Point"",""coordinates"":[79.26759119759824,16.991938056733144]}"
66,0.7454654474591516,-0.6631909727181832,"{""type"":""Point"",""coordinates"":[79.29152051996543,17.00109450627676]}"
67,0.573933281613654,-0.5579788050990632,"{""type"":""Point"",""coordinates"":[79.22525013574634,17.120441580503826]}"
68,0.7707293511511834,-0.6995827538247567,"{""type"":""Point"",""coordinates"":[79.2298776128893,17.020061788843]}"
69,0.8483388283033223,-0.737720553171197,"{""type"":""Point"",""coordinates"":[79.24745062834454,17.016606365905336]}"
70,0.5371783496007099,-0.5514956116783092,"{""type"":""Point"",""coordinates"":[79.24869728544431,17.003313429196577]}"
71,0.8220893822943354,-0.6760932181199267,"{""type"":""Point"",""coordinates"":[79.22351345184835,16.992326369216904]}"
72,0.5590892663534514,-0.5655960805661404,"{""type"":""Point"",""coordinates"":[79.33811459736889,17.069387400887322]}"
73,0.3498639250075597,-0.4855241264559068,"{""type"":""Point"",""coordinates"":[79.19625281394968,17.08487213429666]}"
74,0.3748082495312766,-0.4901163864769998,"{""type"":""Point"",""coordinates"":[79.20595130691885,17.104097610893206]}"
75,0.8205768164170827,-0.7299077733860343,"{""type"":""Point"",""coordinates"":[79.19761572070654,17.032949840955673]}"
76,0.3254801536491677,-0.4196379594075699,"{""type"":""Point"",""coordinates"":[79.29376260130933,17.070836474976485]}"
77,0.8076109936575053,-0.7040358744394619,"{""type"":""Point"",""coordinates"":[79.18372309825871,17.027973631235636]}"
78,0.7855897733875654,-0.6742032143830019,"{""type"":""Point"",""coordinates"":[79.19847968253072,17.000638741018196]}"
79,0.3548917511647027,-0.46207304450687564,"{""type"":""Point"",""coordinates"":[79.26939498251775,17.02985818941026]}"
80,0.6445384818830997,-0.6017516743946419,"{""type"":""Point"",""coordinates"":[79.34242846262076,17.04104242588437]}"
81,0.23668553185314178,-0.40487965710517637,"{""type"":""Point"",""coordinates"":[79.24738535571292,17.129566404075373]}"
82,0.7493219129193434,-0.6517050815473784,"{""type"":""Point"",""coordinates"":[79.32157816869204,17.076509247266195]}"
83,0.21176470588235294,-0.4249624060150376,"{""type"":""Point"",""coordinates"":[79.24771580373748,17.128777334281857]}"
84,0.29469293830001436,-0.3989121989121989,"{""type"":""Point"",""coordinates"":[79.34226524313927,17.104368235338697]}"
85,0.4054982817869416,-0.45078332840673957,"{""type"":""Point"",""coordinates"":[79.24092956779438,17.1268982795421]}"
86,0.1588005215123859,-0.3078281341965862,"{""type"":""Point"",""coordinates"":[79.30420227570949,17.13312115759]}"
87,0.618396696568418,-0.6040079029071408,"{""type"":""Point"",""coordinates"":[79.27906605794787,17.013967048262117]}"
88,0.8372638597357699,-0.7230199166280685,"{""type"":""Point"",""coordinates"":[79.35888163510069,17.06474159895536]}"
89,0.666489785088883,-0.6150681409102597,"{""type"":""Point"",""coordinates"":[79.34371556495043,17.05024316399065]}"
90,0.7867179411329684,-0.6620803522289488,"{""type"":""Point"",""coordinates"":[79.30557461504947,17.05244675878735]}"
91,0.8184981153957669,-0.6853419320166599,"{""type"":""Point"",""coordinates"":[79.2925375365637,17.13690348704037]}"
92,0.8147096774193548,-0.7341553637484587,"{""type"":""Point"",""coordinates"":[79.18542952455067,17.03189786746996]}"
93,0.2406311637080868,-0.4156039009752438,"{""type"":""Point"",""coordinates"":[79.18073722878496,17.05514846083969]}"
94,0.8335504037509768,-0.7066311068008243,"{""type"":""Point"",""coordinates"":[79.31769315928024,17.009536686880946]}"
95,0.44535591426303256,-0.43434873949579833,"{""type"":""Point"",""coordinates"":[79.32153066273199,17.06718596573662]}"
96,0.8585654859447875,-0.7321428571428571,"{""type"":""Point"",""coordinates"":[79.28056169945712,17.01296846755428]}"
97,0.5738744451490171,-0.5311536088834053,"{""type"":""Point"",""coordinates"":[79.31127421330011,17.04233554641869]}"
98,0.5760792639773531,-0.5669305189094107,"{""type"":""Point"",""coordinates"":[79.28977619059707,17.09903076206953]}"
99,0.39916244214238483,-0.4776536312849162,"{""type"":""Point"",""coordinates"":[79.23284224546869,17.00041265981968]}"
100,0.20192551304788448,-0.4004428044280443,"{""type"":""Point"",""coordinates"":[79.24119537472767,17.1429717262423]}"
101,0.7943452851050387,-0.661304474992688,"{""type"":""Point"",""coordinates"":[79.25820702933848,17.11558203380625]}"
102,0.7018617021276595,-0.6395080707148347,"{""type"":""Point"",""coordinates"":[79.35051964142912,17.027130944279417]}"
103,0.6282278033250795,-0.588336783988958,"{""type"":""Point"",""coordinates"":[79.28386728176595,17.143380592753182]}"
104,0.7795967864180688,-0.6740339369741908,"{""type"":""Point"",""coordinates"":[79.29669856861598,16.997422779761397]}"
105,0.48507462686567165,-0.5105872952457051,"{""type"":""Point"",""coordinates"":[79.22061227116359,17.01272546455818]}"
106,0.5711297071129707,-0.5680542868328331,"{""type"":""Point"",""coordinates"":[79.22623727061661,17.106672887726138]}"
107,0.688667496886675,-0.6443007275666937,"{""type"":""Point"",""coordinates"":[79.30879480215609,17.044205445543398]}"
108,0.8170237405906196,-0.7033518794951825,"{""type"":""Point"",""coordinates"":[79.32919146326996,17.0240475883661]}"
109,0.828125,-0.689419795221843,"{""type"":""Point"",""coordinates"":[79.19922265648161,17.029312848509885]}"
110,0.7283531409168081,-0.6377530500067033,"{""type"":""Point"",""coordinates"":[79.24615306179595,16.996910416411882]}"
111,0.7332652018395504,-0.6278995360742281,"{""type"":""Point"",""coordinates"":[79.30046482908594,17.074639795169585]}"
112,0.786828881248347,-0.6881559220389805,"{""type"":""Point"",""coordinates"":[79.32806810299147,17.118270731371055]}"
113,0.21589028139039962,-0.44195176668536174,"{""type"":""Point"",""coordinates"":[79.26595171560105,17.10381035197967]}"
114,0.2161295249732702,-0.3760801935706879,"{""type"":""Point"",""coordinates"":[79.2318275658827,17.079614583057907]}"
115,0.7850574712643679,-0.6852957135105806,"{""type"":""Point"",""coordinates"":[79.2554209507157,16.969364079234047]}"
116,0.16082389851316328,-0.23137027926493994,"{""type"":""Point"",""coordinates"":[79.242295330995,17.105860223409945]}"
117,0.3256578947368421,-0.41197080291970806,"{""type"":""Point"",""coordinates"":[79.27930516013514,17.142960334101907]}"
118,0.1892123287671233,-0.29843421360130873,"{""type"":""Point"",""coordinates"":[79.28982692396578,17.061967329305336]}"
119,0.5614443797320908,-0.5920427553444181,"{""type"":""Point"",""coordinates"":[79.17868854038481,17.07038780879665]}"
120,0.2744556884391291,-0.3346178548490687,"{""type"":""Point"",""coordinates"":[79.25994192303257,17.03727937312544]}"
121,0.7831587539110325,-0.6715123692935475,"{""type"":""Point"",""coordinates"":[79.21121531674105,17.045572428700055]}"
122,0.8089171974522293,-0.6915949702183984,"{""type"":""Point"",""coordinates"":[79.34344031290193,17.080574383176238]}"
123,0.39995373583159843,-0.4969082364580757,"{""type"":""Point"",""coordinates"":[79.26433221121968,17.058013901332583]}"
124,0.2676939148602768,-0.3968345323741007,"{""type"":""Point"",""coordinates"":[79.23476937063404,17.036992205716935]}"
125,0.6232862265344864,-0.5152589092341012,"{""type"":""Point"",""coordinates"":[79.32444091381373,16.993428521425233]}"
126,0.8294148380355277,-0.7149504101873393,"{""type"":""Point"",""coordinates"":[79.31521771177066,17.054050266767458]}"
127,0.272875816993464,-0.3873552983081033,"{""type"":""Point"",""coordinates"":[79.24462378481385,17.092628758012687]}"
128,0.4063745019920319,-0.4559010152284264,"{""type"":""Point"",""coordinates"":[79.19877775918569,17.068055817161333]}"
129,0.850907686365392,-0.7370710488158531,"{""type"":""Point"",""coordinates"":[79.29825026875868,17.020006540139654]}"
130,0.8712370351631672,-0.7526359436085772,"{""type"":""Point"",""coordinates"":[79.23525211078731,17.075079080964123]}"
131,0.3021732658529324,-0.46680080482897385,"{""type"":""Point"",""coordinates"":[79.31584519802598,17.020367159199242]}"
132,0.7951015531660693,-0.7044809982983551,"{""type"":""Point"",""coordinates"":[79.30707148871689,16.995488472818547]}"
133,0.7667381162526794,-0.7224339274738784,"{""type"":""Point"",""coordinates"":[79.29617212554,17.054777849465022]}"
134,0.2863332020480504,-0.35518672199170126,"{""type"":""Point"",""coordinates"":[79.3270553603502,17.068515134292817]}"
135,0.804059133049361,-0.699917365128084,"{""type"":""Point"",""coordinates"":[79.32172614209794,17.111867667751408]}"
136,0.5275668537471112,-0.5298396429161845,"{""type"":""Point"",""coordinates"":[79.35564023612423,17.043475028373674]}"
137,0.23121723937099592,-0.2761076904503199,"{""type"":""Point"",""coordinates"":[79.18682234163073,17.075500234125347]}"
138,0.5204280155642024,-0.44655252198056455,"{""type"":""Point"",""coordinates"":[79.20151066578721,17.04015473050744]}"
139,0.4924459743736852,-0.5441234665611397,"{""type"":""Point"",""coordinates"":[79.26072607186224,17.058145879514246]}"
140,0.8333333333333334,-0.718869898848971,"{""type"":""Point"",""coordinates"":[79.35199365820087,17.063856203211618]}"
141,0.43220675944333997,-0.5037573058725299,"{""type"":""Point"",""coordinates"":[79.21868816702748,17.030800157398296]}"
142,0.4895506792058516,-0.5467245354672453,"{""type"":""Point"",""coordinates"":[79.3154131180625,16.98867454804043]}"
143,0.20810313075506445,-0.26844988720592977,"{""type"":""Point"",""coordinates"":[79.2690508757359,16.98501695369571]}"
144,0.6302925070121544,-0.5821127673363578,"{""type"":""Point"",""coordinates"":[79.34647582633981,17.072900509301146]}"
145,0.7855055523085914,-0.6689429117727397,"{""type"":""Point"",""coordinates"":[79.31947925142406,17.064072654677116]}"
146,0.7637067938021455,-0.6729790842283776,"{""type"":""Point"",""coordinates"":[79.25723040071027,17.002539142554827]}"
147,0.8130460104834013,-0.7043525869148645,"{""type"":""Point"",""coordinates"":[79.30558659417692,17.06133703579991]}"
148,0.34176672384219553,-0.4416033172080166,"{""type"":""Point"",""coordinates"":[79.25729544352757,17.057319829129174]}"
149,0.3590241197671195,-0.4956521739130435,"{""type"":""Point"",""coordinates"":[79.35206381050227,17.08624897615186]}"
150,0.44661870503597123,-0.43834048640915596,"{""type"":""Point"",""coordinates"":[79.31600865343772,17.063031752692037]}"
151,0.6662127402027538,-0.5961733584577475,"{""type"":""Point"",""coordinates"":[79.26893140771197,17.11588329223497]}"
152,0.8011547669342346,-0.710121674020591,"{""type"":""Point"",""coordinates"":[79.33881663958961,17.05903670766136]}"
153,0.8212881355932203,-0.6723107569721115,"{""type"":""Point"",""coordinates"":[79.32750583732297,17.078711272540872]}"
154,0.5806977502445386,-0.538315088053308,"{""type"":""Point"",""coordinates"":[79.25442990887436,17.053750795630503]}"
155,0.7965913814604406,-0.6771439658517656,"{""type"":""Point"",""coordinates"":[79.32822470944471,17.06115328986586]}"
156,0.6777251184834123,-0.5381750465549349,"{""type"":""Point"",""coordinates"":[79.29307839822286,16.98881763109204]}"
157,0.22115103710195735,-0.4605171208944794,"{""type"":""Point"",""coordinates"":[79.22051699757574,17.043360968796648]}"
158,0.7542220625224578,-0.6187002652519894,"{""type"":""Point"",""coordinates"":[79.30598354924945,17.021108374329433]}"
159,0.7406244837270775,-0.6670886075949367,"{""type"":""Point"",""coordinates"":[79.224153612925,17.06836945574605]}"
160,0.18042533729705007,-0.24235860409145607,"{""type"":""Point"",""coordinates"":[79.25447378908467,17.089148315752457]}"
161,0.22502844141069397,-0.4068460935458584,"{""type"":""Point"",""coordinates"":[79.2702221764779,17.025414068339227]}"
162,0.8226282501756852,-0.7038496912363684,"{""type"":""Point"",""coordinates"":[79.29542670677681,16.99010268270739]}"
163,0.7921125934613693,-0.6761277937748525,"{""type"":""Point"",""coordinates"":[79.31172721042542,17.04667489965059]}"
164,0.47132644956314534,-0.5171171171171172,"{""type"":""Point"",""coordinates"":[79.26004618905729,17.14405239673941]}"
165,0.6488769092542678,-0.5313751668891856,"{""type"":""Point"",""coordinates"":[79.32510383874613,17.047600887493015]}"
166,0.7318141980718668,-0.6299147649161396,"{""type"":""Point"",""coordinates"":[79.33181467856943,17.00460385738207]}"
167,0.7665140614780902,-0.6750387596899224,"{""type"":""Point"",""coordinates"":[79.28731267355776,16.986491578615425]}"
168,0.7739967897271268,-0.6500447894893998,"{""type"":""Point"",""coordinates"":[79.34194461271024,17.028229695040668]}"
169,0.24722902811807257,-0.4063938955400605,"{""type"":""Point"",""coordinates"":[79.24815092639527,17.028343460572444]}"
170,0.8360655737704918,-0.7057305110996386,"{""type"":""Point"",""coordinates"":[79.33033915359444,17.019027348935843]}"
171,0.36412971542025147,-0.43898352415526387,"{""type"":""Point"",""coordinates"":[79.19419984603407,17.059566997098585]}"
172,0.6215844646846537,-0.5555555555555556,"{""type"":""Point"",""coordinates"":[79.25948433304181,17.01084102151489]}"
173,0.7765312310491207,-0.6588335220838052,"{""type"":""Point"",""coordinates"":[79.21029589352926,17.049197404962687]}"
174,0.26943147486954133,-0.4374125330430726,"{""type"":""Point"",""coordinates"":[79.22332616557472,17.11463407302144]}"
175,0.2737819025522042,-0.37788235294117645,"{""type"":""Point"",""coordinates"":[79.21382523676492,17.126362905046275]}"
176,0.19585379159847244,-0.3149370125974805,"{""type"":""Point"",""coordinates"":[79.23897966614477,17.14110619718284]}"
177,0.32186604117800366,-0.42192318474908885,"{""type"":""Point"",""coordinates"":[79.24022556524258,17.058051272809784]}"
178,0.2859550561797753,-0.33703271028037385,"{""type"":""Point"",""coordinates"":[79.2865118689969,17.070994342947053]}"
179,0.328537170263789,-0.40840436668162106,"{""type"":""Point"",""coordinates"":[79.21929942333747,17.12579206855975]}"
180,0.757631822386679,-0.6824085005903188,"{""type"":""Point"",""coordinates"":[79.2499332480494,17.081026769488968]}"
181,0.1278945493409334,-0.18399401645474944,"{""type"":""Point"",""coordinates"":[79.2611723152714,17.075703669021042]}"
182,0.3052601729760386,-0.42839410395655547,"{""type"":""Point"",""coordinates"":[79.23382610764791,17.122579009147717]}"
183,0.6836606016933886,-0.5757882313269264,"{""type"":""Point"",""coordinates"":[79.27747649963923,16.996769934829768]}"
184,0.807149978635522,-0.6980728051391863,"{""type"":""Point"",""coordinates"":[79.32675837499539,17.07062699844798]}"
185,0.71682228685137,-0.6354622338874307,"{""type"":""Point"",""coordinates"":[79.28186268249178,16.99515761913324]}"
186,0.0822637106184364,-0.14683153013910355,"{""type"":""Point"",""coordinates"":[79.26411473194959,17.068521584029995]}"
187,0.871313672922252,-0.7480591034310042,"{""type"":""Point"",""coordinates"":[79.21544308160951,16.986404015852358]}"
188,0.6522845869924908,-0.6197130380536494,"{""type"":""Point"",""coordinates"":[79.33339058738785,17.001368153357472]}"
189,0.7389368944749934,-0.6730066759037662,"{""type"":""Point"",""coordinates"":[79.26944893019466,17.14016665504377]}"
190,0.8434760831455046,-0.7295582706766918,"{""type"":""Point"",""coordinates"":[79.31538579693115,17.00316465274221]}"
191,0.7964016607719514,-0.6801380698978858,"{""type"":""Point"",""coordinates"":[79.29011099483075,16.984054665233298]}"
192,0.8545319832057298,-0.7351819757365684,"{""type"":""Point"",""coordinates"":[79.35676726781837,17.054454828087472]}"
193,0.775645548186821,-0.7037638776062821,"{""type"":""Point"",""coordinates"":[79.24684887515242,17.008898106979963]}"
194,0.31934618199560866,-0.3698074974670719,"{""type"":""Point"",""coordinates"":[79.28836273287754,17.061978101030384]}"
195,0.4507569591404851,-0.4624220544798162,"{""type"":""Point"",""coordinates"":[79.26777591330936,17.030647584272042]}"
196,0.5466365178066704,-0.34711964549483015,"{""type"":""Point"",""coordinates"":[79.29675765684247,16.99561981032216]}"
197,0.2572227399813607,-0.3775848863926474,"{""type"":""Point"",""coordinates"":[79.34270183765551,17.017074182221744]}"
198,0.27736667517223784,-0.42987717794915736,"{""type"":""Point"",""coordinates"":[79.21494056273106,17.081913939005645]}"
199,0.7456926257753274,-0.6785950960901259,"{""type"":""Point"",""coordinates"":[79.2791284346555,17.0433882209367]}"
200,0.3324921135646688,-0.11627906976744186,"{""type"":""Point"",""coordinates"":[79.22717223876843,17.031033207324136]}"
201,0.5626657238819162,-0.5379262352122477,"{""type"":""Point"",""coordinates"":[79.2695498891962,17.12170805254037]}"
202,0.23105905479564257,-0.3894795229730979,"{""type"":""Point"",""coordinates"":[79.28343840744984,17.131303807997384]}"
203,0.6234167438986716,-0.5291721227993598,"{""type"":""Point"",""coordinates"":[79.23505167553283,16.982244492448533]}"
204,0.7778443113772455,-0.6722050126724867,"{""type"":""Point"",""coordinates"":[79.3286984330735,17.08426294740311]}"
205,0.7258914728682171,-0.6182584678005524,"{""type"":""Point"",""coordinates"":[79.29855935142439,17.077456919443268]}"
206,0.8432846609801937,-0.7218095881161377,"{""type"":""Point"",""coordinates"":[79.24355038503047,16.998246142076447]}"
207,0.23177570093457944,-0.38336394647074257,"{""type"":""Point"",""coordinates"":[79.3222027674844,17.02891719199715]}"
208,0.4847968864023352,-0.4924205378973105,"{""type"":""Point"",""coordinates"":[79.31584037485071,16.98408489889003]}"
209,0.792059925093633,-0.6857384441939121,"{""type"":""Point"",""coordinates"":[79.26785896179089,17.133149436217217]}"
210,0.833046699298849,-0.6988719960765081,"{""type"":""Point"",""coordinates"":[79.34649753937815,17.026990249185395]}"
211,0.7118791751379611,-0.6546883773161145,"{""type"":""Point"",""coordinates"":[79.31762849423718,17.038397296298086]}"
212,0.7786388140161725,-0.6660880542843617,"{""type"":""Point"",""coordinates"":[79.2489066978912,16.98796525885226]}"
213,0.7574035297636853,-0.650976535056906,"{""type"":""Point"",""coordinates"":[79.32437925633441,17.127345840956956]}"
214,0.8148811045768346,-0.7194767441860465,"{""type"":""Point"",""coordinates"":[79.30605302605856,17.030303102495033]}"
215,0.21587766390108995,-0.38947759806655513,"{""type"":""Point"",""coordinates"":[79.24916038201246,16.97865664817644]}"
216,0.4535606181296798,-0.5422582826233941,"{""type"":""Point"",""coordinates"":[79.29633083100677,17.036475069463176]}"
217,0.29003893983167944,-0.4448508722566123,"{""type"":""Point"",""coordinates"":[79.23692004153246,17.085592759675347]}"
218,0.8366225331001749,-0.7193638914873713,"{""type"":""Point"",""coordinates"":[79.33856509728645,17.08669502898269]}"
219,0.8231184921576381,-0.7076543209876544,"{""type"":""Point"",""coordinates"":[79.33176655061466,17.00963945848667]}"
220,0.5813736178165395,-0.5633564280215551,"{""type"":""Point"",""coordinates"":[79.32611493197041,17.05300103304955]}"
221,0.48783863950959067,-0.5011971268954509,"{""type"":""Point"",""coordinates"":[79.34552674481456,17.017731520483448]}"
222,0.5910061192543048,-0.5790960451977402,"{""type"":""Point"",""coordinates"":[79.22662685986238,17.04915548462368]}"
223,0.42718052738336715,-0.4764969222160045,"{""type"":""Point"",""coordinates"":[79.31133459311218,17.032115592231058]}"
224,0.773968253968254,-0.6798436795430632,"{""type"":""Point"",""coordinates"":[79.26935712721979,17.136659373055462]}"
225,0.7750511247443763,-0.6687723152979951,"{""type"":""Point"",""coordinates"":[79.3157572471014,17.062363513137445]}"
226,-0.1840228245363766,0.4169215086646279,"{""type"":""Point"",""coordinates"":[79.30346381774504,17.091524723886607]}"
227,0.8076386952885419,-0.6956066945606695,"{""type"":""Point"",""coordinates"":[79.34603016434077,17.05173184804441]}"
228,0.8158012200565392,-0.7188732394366197,"{""type"":""Point"",""coordinates"":[79.23451603248026,17.0933443497347]}"
229,0.4565560821484992,-0.5252274607113316,"{""type"":""Point"",""coordinates"":[79.20492595814595,17.090264215988856]}"
230,0.1787462130039618,-0.3380952380952381,"{""type"":""Point"",""coordinates"":[79.23457655943922,17.13713491714763]}"
231,0.228,-0.3423699169217315,"{""type"":""Point"",""coordinates"":[79.30823423634834,17.033454168304157]}"
232,0.2084677939847683,-0.31877729257641924,"{""type"":""Point"",""coordinates"":[79.2294348514889,17.112808633463533]}"
233,0.5435915248350122,-0.5406482925983706,"{""type"":""Point"",""coordinates"":[79.22998227002758,17.055093859194024]}"
234,0.2629535002554931,-0.365977672156516,"{""type"":""Point"",""coordinates"":[79.28792855078363,17.011170468568004]}"
235,0.2984114480766706,-0.36319779462439694,"{""type"":""Point"",""coordinates"":[79.27331567236378,17.070602490580864]}"
236,0.6848281642917016,-0.6600594648166501,"{""type"":""Point"",""coordinates"":[79.28530663786711,17.050664135785095]}"
