NDVI,NDWI,.geo
0.7943452851050387,-0.661304474992688,"{""type"":""Point"",""coordinates"":[79.25820702933848,17.11558203380625]}"
0.7018617021276595,-0.6395080707148347,"{""type"":""Point"",""coordinates"":[79.35051964142912,17.027130944279417]}"
0.6282278033250795,-0.588336783988958,"{""type"":""Point"",""coordinates"":[79.28386728176595,17.143380592753182]}"
0.7795967864180688,-0.6740339369741908,"{""type"":""Point"",""coordinates"":[79.29669856861598,16.997422779761397]}"
0.4850746268656716,-0.5105872952457051,"{""type"":""Point"",""coordinates"":[79.22061227116359,17.01272546455818]}"
0.5711297071129707,-0.5680542868328331,"{""type"":""Point"",""coordinates"":[79.22623727061661,17.106672887726138]}"
0.688667496886675,-0.6443007275666937,"{""type"":""Point"",""coordinates"":[79.30879480215609,17.044205445543398]}"
0.8170237405906196,-0.7033518794951825,"{""type"":""Point"",""coordinates"":[79.32919146326996,17.0240475883661]}"
0.828125,-0.689419795221843,"{""type"":""Point"",""coordinates"":[79.19922265648161,17.029312848509885]}"
0.7283531409168081,-0.6377530500067033,"{""type"":""Point"",""coordinates"":[79.24615306179595,16.996910416411882]}"
0.7332652018395504,-0.6278995360742281,"{""type"":""Point"",""coordinates"":[79.30046482908594,17.074639795169585]}"
0.786828881248347,-0.6881559220389805,"{""type"":""Point"",""coordinates"":[79.32806810299147,17.118270731371055]}"
0.2158902813903996,-0.4419517666853617,"{""type"":""Point"",""coordinates"":[79.26595171560105,17.10381035197967]}"
0.2161295249732702,-0.3760801935706879,"{""type"":""Point"",""coordinates"":[79.2318275658827,17.079614583057907]}"
